Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000077	0.015351	0.000000	0.000044
0.020000	0.000307	0.030754	0.000001	0.000258
0.030000	0.000692	0.046201	0.000006	0.000760
0.040000	0.001231	0.061687	0.000018	0.001667
0.050000	0.001926	0.077203	0.000041	0.003090
0.060000	0.002775	0.092743	0.000082	0.005134
0.070000	0.003781	0.108301	0.000146	0.007894
0.080000	0.004942	0.123876	0.000242	0.011458
0.090000	0.006258	0.139472	0.000378	0.015904
0.100000	0.007731	0.155094	0.000564	0.021299
0.110000	0.009360	0.170750	0.000808	0.027698
0.120000	0.011146	0.186450	0.001121	0.035144
0.130000	0.013089	0.202200	0.001514	0.043668
0.140000	0.015190	0.218000	0.001998	0.053288
0.150000	0.017450	0.233846	0.002584	0.064008
0.160000	0.019867	0.249725	0.003282	0.075821
0.170000	0.022444	0.265612	0.004104	0.088704
0.180000	0.025180	0.281477	0.005059	0.102625
0.190000	0.028073	0.297281	0.006159	0.117536
0.200000	0.031125	0.312975	0.007413	0.133379
0.210000	0.034332	0.328522	0.008830	0.150080
0.220000	0.037695	0.343881	0.010418	0.167559
0.230000	0.041209	0.359014	0.012183	0.185720
0.240000	0.044874	0.373905	0.014134	0.204462
0.250000	0.048687	0.388549	0.016274	0.223672
0.260000	0.052644	0.402955	0.018608	0.243231
0.270000	0.056745	0.417154	0.021140	0.263015
0.280000	0.060987	0.431187	0.023869	0.282896
0.290000	0.065368	0.445111	0.026797	0.302742
0.300000	0.069889	0.458983	0.029923	0.322425
0.310000	0.074548	0.472874	0.033245	0.341817
0.320000	0.079347	0.486851	0.036758	0.360795
0.330000	0.084286	0.500967	0.040459	0.379242
0.340000	0.089367	0.515280	0.044341	0.397049
0.350000	0.094592	0.529828	0.048398	0.414119
0.360000	0.099964	0.544635	0.052621	0.430362
0.370000	0.105486	0.559709	0.057002	0.445706
0.380000	0.111159	0.575045	0.061532	0.460088
0.390000	0.116987	0.590623	0.066200	0.473461
0.400000	0.122972	0.606416	0.070997	0.485792
0.410000	0.129116	0.622385	0.075913	0.497062
0.420000	0.135420	0.638482	0.080935	0.507266
0.430000	0.141886	0.654659	0.086054	0.516413
0.440000	0.148514	0.670868	0.091260	0.524526
0.450000	0.155303	0.687062	0.096542	0.531640
0.460000	0.162255	0.703188	0.101890	0.537802
0.470000	0.169367	0.719198	0.107295	0.543069
0.480000	0.176638	0.735046	0.112748	0.547508
0.490000	0.184067	0.750677	0.118242	0.551194
0.500000	0.191651	0.766038	0.123770	0.554210
0.510000	0.199387	0.781078	0.129324	0.556643
0.520000	0.207271	0.795746	0.134901	0.558585
0.530000	0.215300	0.809994	0.140495	0.560129
0.540000	0.223469	0.823783	0.146103	0.561372
0.550000	0.231774	0.837082	0.151722	0.562407
0.560000	0.240209	0.849871	0.157350	0.563328
0.570000	0.248770	0.862151	0.162988	0.564223
0.580000	0.257451	0.873936	0.168635	0.565179
0.590000	0.266247	0.885261	0.174292	0.566277
0.600000	0.275155	0.896171	0.179961	0.567590
0.610000	0.284169	0.906732	0.185645	0.569188
0.620000	0.293288	0.917010	0.191346	0.571135
0.630000	0.302509	0.927070	0.197069	0.573486
0.640000	0.311829	0.936989	0.202817	0.576289
0.650000	0.321248	0.946827	0.208596	0.579590
0.660000	0.330766	0.956641	0.214411	0.583423
0.670000	0.340381	0.966470	0.220267	0.587818
0.680000	0.350095	0.976335	0.226169	0.592798
0.690000	0.359908	0.986237	0.232125	0.598379
0.700000	0.369820	0.996153	0.238139	0.604570
0.710000	0.379831	1.006044	0.244218	0.611371
0.720000	0.389941	1.015857	0.250368	0.618778
0.730000	0.400148	1.025539	0.256596	0.626774
0.740000	0.410451	1.035037	0.262906	0.635339
0.750000	0.420848	1.044297	0.269304	0.644439
0.760000	0.431336	1.053280	0.275796	0.654035
0.770000	0.441912	1.061962	0.282386	0.664081
0.780000	0.452574	1.070332	0.289079	0.674520
0.790000	0.463318	1.078396	0.295878	0.685290
0.800000	0.474141	1.086171	0.302786	0.696322
0.810000	0.485040	1.093686	0.309805	0.707543
0.820000	0.496014	1.100972	0.316937	0.718873
0.830000	0.507059	1.108056	0.324183	0.730234
0.840000	0.518174	1.114963	0.331541	0.741544
0.850000	0.529358	1.121706	0.339013	0.752719
