Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000056	0.011231	0.000000	0.000032
0.020000	0.000225	0.022488	0.000001	0.000188
0.030000	0.000506	0.033769	0.000005	0.000556
0.040000	0.000900	0.045066	0.000013	0.001219
0.050000	0.001407	0.056376	0.000030	0.002259
0.060000	0.002028	0.067692	0.000060	0.003752
0.070000	0.002761	0.079012	0.000107	0.005768
0.080000	0.003608	0.090333	0.000177	0.008370
0.090000	0.004568	0.101656	0.000277	0.011615
0.100000	0.005641	0.112983	0.000412	0.015551
0.110000	0.006828	0.124318	0.000590	0.020218
0.120000	0.008127	0.135666	0.000819	0.025646
0.130000	0.009541	0.147029	0.001106	0.031858
0.140000	0.011068	0.158408	0.001458	0.038864
0.150000	0.012709	0.169800	0.001885	0.046668
0.160000	0.014464	0.181197	0.002394	0.055263
0.170000	0.016333	0.192584	0.002993	0.064631
0.180000	0.018316	0.203943	0.003690	0.074746
0.190000	0.020412	0.215253	0.004491	0.085574
0.200000	0.022621	0.226487	0.005403	0.097070
0.210000	0.024941	0.237621	0.006434	0.109181
0.220000	0.027373	0.248633	0.007589	0.121845
0.230000	0.029913	0.259506	0.008873	0.134995
0.240000	0.032562	0.270227	0.010290	0.148554
0.250000	0.035317	0.280794	0.011845	0.162443
0.260000	0.038178	0.291215	0.013540	0.176574
0.270000	0.041141	0.301501	0.015377	0.190858
0.280000	0.044207	0.311683	0.017357	0.205202
0.290000	0.047375	0.321790	0.019481	0.219514
0.300000	0.050643	0.331856	0.021747	0.233700
0.310000	0.054012	0.341926	0.024154	0.247668
0.320000	0.057481	0.352032	0.026699	0.261332
0.330000	0.061053	0.362208	0.029379	0.274606
0.340000	0.064726	0.372486	0.032190	0.287413
0.350000	0.068503	0.382889	0.035126	0.299681
0.360000	0.072384	0.393427	0.038181	0.311348
0.370000	0.076372	0.404108	0.041351	0.322359
0.380000	0.080467	0.414930	0.044626	0.332668
0.390000	0.084671	0.425879	0.048001	0.342240
0.400000	0.088985	0.436937	0.051468	0.351049
0.410000	0.093410	0.448083	0.055020	0.359081
0.420000	0.097947	0.459293	0.058648	0.366330
0.430000	0.102596	0.470539	0.062344	0.372801
0.440000	0.107357	0.481791	0.066101	0.378508
0.450000	0.112232	0.493022	0.069911	0.383474
0.460000	0.117218	0.504204	0.073768	0.387733
0.470000	0.122315	0.515307	0.077664	0.391324
0.480000	0.127524	0.526305	0.081593	0.394295
0.490000	0.132841	0.537168	0.085548	0.396698
0.500000	0.138266	0.547863	0.089525	0.398595
0.510000	0.143798	0.558361	0.093518	0.400047
0.520000	0.149433	0.568632	0.097524	0.401123
0.530000	0.155169	0.578648	0.101540	0.401893
0.540000	0.161005	0.588384	0.105562	0.402426
0.550000	0.166936	0.597822	0.109588	0.402795
0.560000	0.172960	0.606952	0.113617	0.403070
0.570000	0.179074	0.615772	0.117649	0.403319
0.580000	0.185275	0.624287	0.121684	0.403609
0.590000	0.191559	0.632516	0.125722	0.404003
0.600000	0.197924	0.640481	0.129764	0.404562
0.610000	0.204368	0.648215	0.133814	0.405339
0.620000	0.210888	0.655760	0.137872	0.406387
0.630000	0.217482	0.663155	0.141942	0.407749
0.640000	0.224150	0.670438	0.146028	0.409469
0.650000	0.230891	0.677651	0.150133	0.411580
0.660000	0.237703	0.684822	0.154261	0.414113
0.670000	0.244587	0.691971	0.158417	0.417093
0.680000	0.251543	0.699109	0.162605	0.420538
0.690000	0.258569	0.706232	0.166829	0.424462
0.700000	0.265667	0.713331	0.171095	0.428872
