Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000065	0.013080	0.000000	0.000038
0.020000	0.000262	0.026206	0.000001	0.000220
0.030000	0.000590	0.039374	0.000005	0.000648
0.040000	0.001049	0.052577	0.000015	0.001421
0.050000	0.001641	0.065808	0.000035	0.002634
0.060000	0.002366	0.079063	0.000070	0.004375
0.070000	0.003223	0.092336	0.000125	0.006728
0.080000	0.004212	0.105627	0.000207	0.009766
0.090000	0.005335	0.118940	0.000323	0.013556
0.100000	0.006591	0.132278	0.000480	0.018156
0.110000	0.007981	0.145650	0.000689	0.023612
0.120000	0.009504	0.159065	0.000956	0.029962
0.130000	0.011162	0.172529	0.001291	0.037231
0.140000	0.012955	0.186041	0.001703	0.045436
0.150000	0.014883	0.199600	0.002203	0.054581
0.160000	0.016947	0.213190	0.002798	0.064659
0.170000	0.019147	0.226795	0.003499	0.075652
0.180000	0.021483	0.240382	0.004314	0.087532
0.190000	0.023955	0.253918	0.005252	0.100259
0.200000	0.026561	0.267365	0.006322	0.113784
0.210000	0.029301	0.280679	0.007531	0.128044
0.220000	0.032174	0.293826	0.008885	0.142971
0.230000	0.035177	0.306775	0.010392	0.158483
0.240000	0.038309	0.319510	0.012056	0.174495
0.250000	0.041567	0.332025	0.013883	0.190909
0.260000	0.044949	0.344333	0.015876	0.207624
0.270000	0.048453	0.356459	0.018036	0.224534
0.280000	0.052077	0.368443	0.020367	0.241528
0.290000	0.055821	0.380328	0.022867	0.258497
0.300000	0.059684	0.392171	0.025536	0.275327
0.310000	0.063665	0.404033	0.028372	0.291911
0.320000	0.067765	0.415972	0.031373	0.308143
0.330000	0.071985	0.428044	0.034534	0.323922
0.340000	0.076326	0.440293	0.037850	0.339157
0.350000	0.080791	0.452754	0.041315	0.353762
0.360000	0.085382	0.465451	0.044923	0.367663
0.370000	0.090101	0.478391	0.048666	0.380797
0.380000	0.094951	0.491570	0.052536	0.393111
0.390000	0.099933	0.504971	0.056525	0.404565
0.400000	0.105051	0.518567	0.060624	0.415130
0.410000	0.110305	0.532322	0.064825	0.424792
0.420000	0.115698	0.546195	0.069117	0.433547
0.430000	0.121229	0.560144	0.073492	0.441403
0.440000	0.126901	0.574127	0.077942	0.448379
0.450000	0.132712	0.588101	0.082457	0.454508
0.460000	0.138663	0.602018	0.087030	0.459828
0.470000	0.144752	0.615836	0.091651	0.464389
0.480000	0.150979	0.629510	0.096315	0.468249
0.490000	0.157341	0.642993	0.101014	0.471473
0.500000	0.163838	0.656237	0.105743	0.474130
0.510000	0.170465	0.669198	0.110495	0.476295
0.520000	0.177221	0.681829	0.115267	0.478047
0.530000	0.184101	0.694087	0.120055	0.479466
0.540000	0.191101	0.705935	0.124856	0.480631
0.550000	0.198218	0.717347	0.129667	0.481624
0.560000	0.205446	0.728308	0.134488	0.482522
0.570000	0.212782	0.738815	0.139317	0.483401
0.580000	0.220221	0.748890	0.144156	0.484333
0.590000	0.227759	0.758562	0.149004	0.485385
0.600000	0.235391	0.767866	0.153864	0.486619
0.610000	0.243115	0.776858	0.158738	0.488094
0.620000	0.250928	0.785594	0.163627	0.489861
0.630000	0.258826	0.794147	0.168536	0.491967
0.640000	0.266810	0.802584	0.173468	0.494451
0.650000	0.274878	0.810963	0.178426	0.497351
0.660000	0.283029	0.819332	0.183416	0.500695
0.670000	0.291265	0.827722	0.188442	0.504508
0.680000	0.299584	0.836150	0.193508	0.508808
0.690000	0.307988	0.844616	0.198620	0.513609
0.700000	0.316476	0.853103	0.203782	0.518919
0.710000	0.325050	0.861578	0.209000	0.524737
0.720000	0.333708	0.869996	0.214278	0.531059
0.730000	0.342449	0.878307	0.219622	0.537873
0.740000	0.351273	0.886464	0.225037	0.545161
0.750000	0.360178	0.894416	0.230527	0.552895
0.760000	0.369161	0.902127	0.236096	0.561043
