Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000059	0.011803	0.000000	0.000034
0.020000	0.000236	0.023650	0.000001	0.000198
0.030000	0.000532	0.035536	0.000005	0.000584
0.040000	0.000947	0.047456	0.000014	0.001282
0.050000	0.001481	0.059404	0.000032	0.002377
0.060000	0.002135	0.071376	0.000063	0.003949
0.070000	0.002909	0.083367	0.000113	0.006072
0.080000	0.003803	0.095377	0.000186	0.008815
0.090000	0.004817	0.107409	0.000291	0.012237
0.100000	0.005951	0.119468	0.000434	0.016390
0.110000	0.007206	0.131562	0.000622	0.021316
0.120000	0.008582	0.143697	0.000863	0.027050
0.130000	0.010080	0.155881	0.001165	0.033615
0.140000	0.011700	0.168116	0.001538	0.041026
0.150000	0.013443	0.180396	0.001989	0.049286
0.160000	0.015308	0.192712	0.002526	0.058391
0.170000	0.017297	0.205042	0.003159	0.068323
0.180000	0.019409	0.217362	0.003895	0.079059
0.190000	0.021644	0.229634	0.004743	0.090562
0.200000	0.024001	0.241821	0.005709	0.102786
0.210000	0.026480	0.253888	0.006801	0.115679
0.220000	0.029079	0.265799	0.008025	0.129176
0.230000	0.031795	0.277529	0.009386	0.143205
0.240000	0.034628	0.289060	0.010890	0.157687
0.250000	0.037576	0.300388	0.012541	0.172535
0.260000	0.040636	0.311523	0.014342	0.187659
0.270000	0.043806	0.322484	0.016295	0.202961
0.280000	0.047085	0.333312	0.018401	0.218341
0.290000	0.050472	0.344052	0.020662	0.233700
0.300000	0.053966	0.354753	0.023075	0.248935
0.310000	0.057567	0.365478	0.025640	0.263949
0.320000	0.061276	0.376278	0.028353	0.278645
0.330000	0.065093	0.387202	0.031211	0.292934
0.340000	0.069020	0.398298	0.034210	0.306730
0.350000	0.073059	0.409598	0.037344	0.319958
0.360000	0.077213	0.421123	0.040607	0.332551
0.370000	0.081483	0.432878	0.043993	0.344450
0.380000	0.085871	0.444860	0.047494	0.355609
0.390000	0.090381	0.457054	0.051102	0.365991
0.400000	0.095013	0.469435	0.054811	0.375572
0.410000	0.099770	0.481975	0.058611	0.384338
0.420000	0.104653	0.494627	0.062495	0.392285
0.430000	0.109663	0.507353	0.066454	0.399424
0.440000	0.114800	0.520111	0.070481	0.405771
0.450000	0.120065	0.532864	0.074567	0.411354
0.460000	0.125457	0.545566	0.078705	0.416211
0.470000	0.130976	0.558178	0.082889	0.420386
0.480000	0.136620	0.570658	0.087111	0.423933
0.490000	0.142388	0.582960	0.091365	0.426909
0.500000	0.148279	0.595040	0.095647	0.429377
0.510000	0.154288	0.606853	0.099952	0.431407
0.520000	0.160415	0.618354	0.104274	0.433068
0.530000	0.166654	0.629506	0.108612	0.434432
0.540000	0.173003	0.640275	0.112962	0.435571
0.550000	0.179458	0.650637	0.117323	0.436558
0.560000	0.186015	0.660580	0.121693	0.437462
0.570000	0.192669	0.670101	0.126072	0.438351
0.580000	0.199415	0.679216	0.130460	0.439287
0.590000	0.206252	0.687949	0.134858	0.440333
0.600000	0.213173	0.696341	0.139267	0.441542
0.610000	0.220177	0.704444	0.143690	0.442965
0.620000	0.227261	0.712319	0.148128	0.444648
0.630000	0.234423	0.720031	0.152584	0.446632
0.640000	0.241662	0.727639	0.157061	0.448952
0.650000	0.248976	0.735196	0.161564	0.451640
0.660000	0.256366	0.742749	0.166095	0.454721
0.670000	0.263831	0.750330	0.170660	0.458217
0.680000	0.271372	0.757953	0.175261	0.462144
0.690000	0.278990	0.765620	0.179904	0.466513
0.700000	0.286685	0.773316	0.184593	0.471332
0.710000	0.294457	0.781009	0.189332	0.476600
0.720000	0.302305	0.788655	0.194126	0.482315
0.730000	0.310229	0.796208	0.198980	0.488464
0.740000	0.318229	0.803618	0.203897	0.495031
0.750000	0.326301	0.810840	0.208882	0.501994
0.760000	0.334445	0.817843	0.213938	0.509324
0.770000	0.342657	0.824607	0.219069	0.516985
0.780000	0.350936	0.831122	0.224279	0.524936
0.790000	0.359279	0.837394	0.229569	0.533129
0.800000	0.367683	0.843436	0.234942	0.541516
0.810000	0.376147	0.849271	0.240400	0.550040
0.820000	0.384668	0.854927	0.245943	0.558642
0.830000	0.393245	0.860429	0.251573	0.567264
0.840000	0.401876	0.865795	0.257288	0.575844
0.850000	0.410560	0.871036	0.263089	0.584320
0.860000	0.419296	0.876153	0.268974	0.592632
0.870000	0.428083	0.881134	0.274941	0.600719
0.880000	0.436918	0.885959	0.280988	0.608523
0.890000	0.445801	0.890602	0.287110	0.615989
0.900000	0.454730	0.895031	0.293306	0.623065
0.910000	0.463701	0.899214	0.299570	0.629701
0.920000	0.472713	0.903122	0.305898	0.635850
0.930000	0.481763	0.906740	0.312286	0.641469
0.940000	0.490847	0.910059	0.318726	0.646522
0.950000	0.499963	0.913083	0.325214	0.650975
0.960000	0.509108	0.915827	0.331743	0.654798
0.970000	0.518279	0.918316	0.338308	0.657970
0.980000	0.527473	0.920588	0.344901	0.660474
0.990000	0.536690	0.922679	0.351515	0.662300
1.000000	0.545926	0.924625	0.358144	0.663445
1.010000	0.555182	0.926460	0.364782	0.663912
1.020000	0.564455	0.928207	0.371420	0.663712
1.030000	0.573746	0.929884	0.378054	0.662867
1.040000	0.583053	0.931495	0.384676	0.661400
1.050000	0.592375	0.933032	0.391280	0.659345
1.060000	0.601713	0.934486	0.397861	0.656742
