Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000043	0.008590	0.000000	0.000025
0.020000	0.000172	0.017200	0.000001	0.000144
0.030000	0.000387	0.025826	0.000003	0.000425
0.040000	0.000688	0.034464	0.000010	0.000932
0.050000	0.001076	0.043109	0.000023	0.001728
0.060000	0.001551	0.051759	0.000046	0.002869
0.070000	0.002111	0.060409	0.000082	0.004411
0.080000	0.002759	0.069059	0.000135	0.006400
0.090000	0.003493	0.077709	0.000211	0.008882
0.100000	0.004313	0.086362	0.000315	0.011891
0.110000	0.005220	0.095019	0.000451	0.015459
0.120000	0.006213	0.103682	0.000626	0.019609
0.130000	0.007294	0.112354	0.000845	0.024357
0.140000	0.008461	0.121036	0.001115	0.029712
0.150000	0.009714	0.129724	0.001442	0.035677
0.160000	0.011055	0.138413	0.001831	0.042245
0.170000	0.012483	0.147094	0.002288	0.049404
0.180000	0.013997	0.155753	0.002821	0.057133
0.190000	0.015597	0.164372	0.003433	0.065405
0.200000	0.017284	0.172936	0.004131	0.074187
0.210000	0.019056	0.181426	0.004918	0.083437
0.220000	0.020912	0.189822	0.005801	0.093109
0.230000	0.022852	0.198115	0.006782	0.103151
0.240000	0.024874	0.206294	0.007865	0.113504
0.250000	0.026978	0.214359	0.009053	0.124107
0.260000	0.029161	0.222313	0.010347	0.134894
0.270000	0.031423	0.230172	0.011751	0.145797
0.280000	0.033764	0.237951	0.013264	0.156744
0.290000	0.036182	0.245672	0.014886	0.167666
0.300000	0.038677	0.253363	0.016617	0.178491
0.310000	0.041250	0.261053	0.018455	0.189149
0.320000	0.043899	0.268767	0.020399	0.199573
0.330000	0.046625	0.276532	0.022445	0.209700
0.340000	0.049430	0.284371	0.024592	0.219469
0.350000	0.052313	0.292298	0.026833	0.228827
0.360000	0.055276	0.300324	0.029167	0.237725
0.370000	0.058320	0.308452	0.031586	0.246121
0.380000	0.061445	0.316680	0.034087	0.253981
0.390000	0.064654	0.325000	0.036664	0.261277
0.400000	0.067945	0.333398	0.039311	0.267990
0.410000	0.071322	0.341860	0.042022	0.274108
0.420000	0.074783	0.350368	0.044791	0.279626
0.430000	0.078329	0.358899	0.047612	0.284549
0.440000	0.081961	0.367433	0.050480	0.288887
0.450000	0.085678	0.375949	0.053388	0.292657
0.460000	0.089480	0.384426	0.056331	0.295884
0.470000	0.093366	0.392846	0.059304	0.298600
0.480000	0.097336	0.401185	0.062302	0.300838
0.490000	0.101389	0.409423	0.065319	0.302642
0.500000	0.105524	0.417537	0.068353	0.304055
0.510000	0.109740	0.425506	0.071399	0.305126
0.520000	0.114034	0.433306	0.074455	0.305908
0.530000	0.118405	0.440918	0.077517	0.306453
0.540000	0.122852	0.448324	0.080583	0.306816
0.550000	0.127371	0.455509	0.083653	0.307051
0.560000	0.131961	0.462465	0.086724	0.307212
0.570000	0.136619	0.469189	0.089797	0.307354
0.580000	0.141344	0.475688	0.092871	0.307526
0.590000	0.146132	0.481973	0.095948	0.307778
0.600000	0.150983	0.488066	0.099027	0.308157
0.610000	0.155893	0.493990	0.102111	0.308704
0.620000	0.160862	0.499769	0.105202	0.309459
0.630000	0.165888	0.505433	0.108301	0.310459
0.640000	0.170971	0.511010	0.111412	0.311734
0.650000	0.176108	0.516528	0.114537	0.313312
0.660000	0.181301	0.522011	0.117679	0.315217
0.670000	0.186548	0.527474	0.120842	0.317468
0.680000	0.191850	0.532925	0.124030	0.320080
0.690000	0.197207	0.538361	0.127245	0.323062
0.700000	0.202618	0.543773	0.130492	0.326421
0.710000	0.208082	0.549147	0.133775	0.330158
0.720000	0.213600	0.554463	0.137097	0.334267
0.730000	0.219171	0.559693	0.140462	0.338740
0.740000	0.224794	0.564816	0.143873	0.343563
0.750000	0.230467	0.569811	0.147334	0.348715
0.760000	0.236190	0.574661	0.150848	0.354173
0.770000	0.241960	0.579358	0.154418	0.359907
0.780000	0.247776	0.583896	0.158047	0.365884
0.790000	0.253637	0.588278	0.161737	0.372064
0.800000	0.259541	0.592514	0.165489	0.378408
0.810000	0.265487	0.596615	0.169305	0.384871
0.820000	0.271473	0.600593	0.173187	0.391407
0.830000	0.277498	0.604460	0.177133	0.397966
0.840000	0.283562	0.608228	0.181146	0.404500
0.850000	0.289663	0.611904	0.185223	0.410960
0.860000	0.295800	0.615486	0.189365	0.417296
0.870000	0.301972	0.618971	0.193569	0.423461
0.880000	0.308179	0.622350	0.197833	0.429407
0.890000	0.314419	0.625610	0.202156	0.435090
0.900000	0.320691	0.628735	0.206534	0.440468
0.910000	0.326993	0.631708	0.210964	0.445501
0.920000	0.333324	0.634520	0.215443	0.450154
0.930000	0.339683	0.637161	0.219966	0.454392
0.940000	0.346067	0.639624	0.224529	0.458186
