Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000029	0.005837	0.000000	0.000017
0.020000	0.000117	0.011681	0.000001	0.000098
0.030000	0.000263	0.017529	0.000002	0.000289
0.040000	0.000467	0.023379	0.000007	0.000633
0.050000	0.000730	0.029226	0.000016	0.001173
0.060000	0.001052	0.035070	0.000031	0.001947
0.070000	0.001432	0.040908	0.000056	0.002992
0.080000	0.001870	0.046739	0.000092	0.004341
0.090000	0.002367	0.052562	0.000143	0.006022
0.100000	0.002921	0.058376	0.000214	0.008060
0.110000	0.003534	0.064182	0.000306	0.010475
0.120000	0.004205	0.069980	0.000424	0.013283
0.130000	0.004934	0.075772	0.000573	0.016494
0.140000	0.005720	0.081556	0.000756	0.020113
0.150000	0.006565	0.087333	0.000977	0.024141
0.160000	0.007467	0.093098	0.001240	0.028574
0.170000	0.008427	0.098846	0.001549	0.033402
0.180000	0.009444	0.104572	0.001909	0.038610
0.190000	0.010518	0.110270	0.002323	0.044179
0.200000	0.011649	0.115931	0.002794	0.050087
0.210000	0.012836	0.121547	0.003326	0.056303
0.220000	0.014080	0.127112	0.003921	0.062797
0.230000	0.015378	0.132620	0.004582	0.069533
0.240000	0.016732	0.138068	0.005312	0.076472
0.250000	0.018140	0.143456	0.006112	0.083571
0.260000	0.019601	0.148786	0.006984	0.090788
0.270000	0.021115	0.154064	0.007928	0.098075
0.280000	0.022682	0.159297	0.008946	0.105387
0.290000	0.024301	0.164496	0.010036	0.112677
0.300000	0.025972	0.169672	0.011199	0.119896
0.310000	0.027694	0.174839	0.012433	0.127000
0.320000	0.029469	0.180008	0.013738	0.133943
0.330000	0.031295	0.185191	0.015112	0.140684
0.340000	0.033173	0.190396	0.016551	0.147183
0.350000	0.035103	0.195631	0.018054	0.153403
0.360000	0.037085	0.200902	0.019618	0.159312
0.370000	0.039121	0.206208	0.021239	0.164881
0.380000	0.041210	0.211548	0.022915	0.170088
0.390000	0.043352	0.216921	0.024640	0.174913
0.400000	0.045548	0.222319	0.026412	0.179342
0.410000	0.047798	0.227735	0.028225	0.183365
0.420000	0.050103	0.233162	0.030077	0.186980
0.430000	0.052462	0.238590	0.031964	0.190187
0.440000	0.054875	0.244010	0.033880	0.192991
0.450000	0.057342	0.249413	0.035822	0.195405
0.460000	0.059863	0.254791	0.037787	0.197443
0.470000	0.062437	0.260133	0.039770	0.199125
0.480000	0.065065	0.265430	0.041768	0.200474
0.490000	0.067746	0.270672	0.043778	0.201518
0.500000	0.070478	0.275850	0.045798	0.202286
0.510000	0.073263	0.280952	0.047823	0.202812
0.520000	0.076097	0.285969	0.049853	0.203130
0.530000	0.078982	0.290890	0.051885	0.203278
0.540000	0.081915	0.295705	0.053918	0.203292
0.550000	0.084895	0.300411	0.055951	0.203212
0.560000	0.087922	0.304999	0.057982	0.203076
0.570000	0.090995	0.309470	0.060012	0.202922
0.580000	0.094112	0.313823	0.062041	0.202787
0.590000	0.097271	0.318065	0.064068	0.202707
0.600000	0.100472	0.322202	0.066095	0.202717
0.610000	0.103715	0.326244	0.068123	0.202848
0.620000	0.106997	0.330200	0.070153	0.203131
0.630000	0.110319	0.334083	0.072186	0.203592
0.640000	0.113678	0.337905	0.074225	0.204257
0.650000	0.117076	0.341676	0.076272	0.205145
0.660000	0.120512	0.345408	0.078329	0.206277
0.670000	0.123984	0.349104	0.080398	0.207666
0.680000	0.127494	0.352767	0.082483	0.209324
0.690000	0.131040	0.356397	0.084586	0.211259
0.700000	0.134622	0.359990	0.086709	0.213475
0.710000	0.138239	0.363537	0.088856	0.215973
0.720000	0.141892	0.367031	0.091030	0.218749
0.730000	0.145580	0.370461	0.093232	0.221796
0.740000	0.149301	0.373816	0.095466	0.225103
0.750000	0.153056	0.377087	0.097735	0.228655
0.760000	0.156843	0.380270	0.100040	0.232435
0.770000	0.160661	0.383359	0.102384	0.236420
0.780000	0.164510	0.386353	0.104769	0.240585
0.790000	0.168388	0.389253	0.107197	0.244903
0.800000	0.172294	0.392063	0.109668	0.249344
0.810000	0.176229	0.394788	0.112184	0.253876
0.820000	0.180190	0.397434	0.114745	0.258464
0.830000	0.184177	0.400008	0.117353	0.263073
0.840000	0.188190	0.402514	0.120007	0.267668
0.850000	0.192227	0.404955	0.122706	0.272213
0.860000	0.196289	0.407332	0.125451	0.276672
0.870000	0.200374	0.409643	0.128239	0.281011
0.880000	0.204481	0.411887	0.131071	0.285195
0.890000	0.208611	0.414056	0.133943	0.289191
0.900000	0.212762	0.416144	0.136854	0.292970
0.910000	0.216934	0.418147	0.139801	0.296502
0.920000	0.221125	0.420058	0.142783	0.299762
0.930000	0.225334	0.421872	0.145795	0.302726
0.940000	0.229562	0.423590	0.148836	0.305373
0.950000	0.233806	0.425213	0.151902	0.307686
0.960000	0.238066	0.426743	0.154989	0.309651
0.970000	0.242340	0.428186	0.158094	0.311258
0.980000	0.246629	0.429550	0.161213	0.312499
0.990000	0.250931	0.430844	0.164342	0.313372
1.000000	0.255246	0.432073	0.167479	0.313878
1.010000	0.259573	0.433246	0.170619	0.314022
1.020000	0.263911	0.434367	0.173758	0.313812
1.030000	0.268260	0.435439	0.176894	0.313263
1.040000	0.272619	0.436462	0.180022	0.312389
1.050000	0.276989	0.437435	0.183141	0.311211
1.060000	0.281368	0.438354	0.186246	0.309752
1.070000	0.285756	0.439215	0.189335	0.308038
1.080000	0.290152	0.440011	0.192406	0.306098
1.090000	0.294556	0.440739	0.195456	0.303962
1.100000	0.298966	0.441395	0.198484	0.301662
1.110000	0.303383	0.441977	0.201489	0.299233
1.120000	0.307806	0.442486	0.204469	0.296708
1.130000	0.312233	0.442924	0.207423	0.294123
1.140000	0.316664	0.443295	0.210351	0.291511
1.150000	0.321099	0.443606	0.213253	0.288909
1.160000	0.325536	0.443861	0.216129	0.286349
1.170000	0.329976	0.444067	0.218980	0.283864
1.180000	0.334417	0.444228	0.221807	0.281487
1.190000	0.338860	0.444347	0.224611	0.279245
1.200000	0.343304	0.444420	0.227392	0.277167
1.210000	0.347748	0.444445	0.230155	0.275278
1.220000	0.352193	0.444412	0.232899	0.273600
1.230000	0.356636	0.444312	0.235627	0.272152
1.240000	0.361079	0.444130	0.238343	0.270949
1.250000	0.365519	0.443855	0.241047	0.270003
1.260000	0.369955	0.443473	0.243744	0.269323
1.270000	0.374388	0.442971	0.246435	0.268911
1.280000	0.378814	0.442337	0.249123	0.268768
1.290000	0.383234	0.441567	0.251811	0.268889
1.300000	0.387645	0.440657	0.254501	0.269264
1.310000	0.392047	0.439607	0.257197	0.269880
1.320000	0.396437	0.438422	0.259900	0.270720
1.330000	0.400815	0.437108	0.262612	0.271763
1.340000	0.405179	0.435674	0.265335	0.272985
