Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000054	0.010867	0.000000	0.000031
0.020000	0.000217	0.021749	0.000001	0.000182
0.030000	0.000489	0.032642	0.000004	0.000538
0.040000	0.000870	0.043540	0.000013	0.001179
0.050000	0.001360	0.054438	0.000029	0.002184
0.060000	0.001959	0.065331	0.000058	0.003626
0.070000	0.002667	0.076215	0.000103	0.005573
0.080000	0.003483	0.087088	0.000171	0.008085
0.090000	0.004408	0.097949	0.000267	0.011217
0.100000	0.005442	0.108798	0.000398	0.015014
0.110000	0.006584	0.119635	0.000570	0.019514
0.120000	0.007835	0.130464	0.000790	0.024745
0.130000	0.009194	0.141283	0.001067	0.030729
0.140000	0.010661	0.152095	0.001408	0.037474
0.150000	0.012235	0.162896	0.001819	0.044983
0.160000	0.013918	0.173681	0.002310	0.053247
0.170000	0.015709	0.184438	0.002887	0.062249
0.180000	0.017607	0.195158	0.003557	0.071962
0.190000	0.019612	0.205824	0.004328	0.082350
0.200000	0.021723	0.216420	0.005206	0.093370
0.210000	0.023940	0.226931	0.006197	0.104970
0.220000	0.026262	0.237342	0.007307	0.117089
0.230000	0.028687	0.247644	0.008541	0.129662
0.240000	0.031214	0.257828	0.009902	0.142616
0.250000	0.033843	0.267892	0.011394	0.155872
0.260000	0.036572	0.277843	0.013020	0.169350
0.270000	0.039399	0.287692	0.014782	0.182962
0.280000	0.042325	0.297454	0.016679	0.196622
0.290000	0.045348	0.307153	0.018714	0.210242
0.300000	0.048468	0.316810	0.020884	0.223733
0.310000	0.051684	0.326451	0.023188	0.237009
0.320000	0.054997	0.336102	0.025623	0.249988
0.330000	0.058406	0.345787	0.028186	0.262589
0.340000	0.061913	0.355524	0.030873	0.274739
0.350000	0.065517	0.365327	0.033679	0.286371
0.360000	0.069220	0.375205	0.036599	0.297422
0.370000	0.073022	0.385163	0.039626	0.307842
0.380000	0.076923	0.395199	0.042753	0.317585
0.390000	0.080926	0.405304	0.045975	0.326617
0.400000	0.085030	0.415465	0.049283	0.334911
0.410000	0.089235	0.425667	0.052671	0.342451
0.420000	0.093543	0.435896	0.056130	0.349230
0.430000	0.097953	0.446134	0.059653	0.355252
0.440000	0.102466	0.456361	0.063232	0.360526
0.450000	0.107080	0.466561	0.066861	0.365074
0.460000	0.111797	0.476712	0.070531	0.368925
0.470000	0.116614	0.486796	0.074237	0.372116
0.480000	0.121532	0.496794	0.077972	0.374690
0.490000	0.126550	0.506687	0.081729	0.376699
0.500000	0.131666	0.516451	0.085504	0.378199
0.510000	0.136878	0.526064	0.089292	0.379251
0.520000	0.142186	0.535507	0.093088	0.379921
0.530000	0.147588	0.544763	0.096889	0.380276
0.540000	0.153081	0.553811	0.100692	0.380387
0.550000	0.158663	0.562636	0.104496	0.380325
0.560000	0.164333	0.571232	0.108299	0.380161
0.570000	0.170087	0.579595	0.112099	0.379965
0.580000	0.175924	0.587729	0.115898	0.379805
0.590000	0.181841	0.595642	0.119696	0.379748
0.600000	0.187836	0.603348	0.123494	0.379856
0.610000	0.193907	0.610866	0.127294	0.380189
0.620000	0.200053	0.618222	0.131098	0.380799
0.630000	0.206271	0.625439	0.134911	0.381738
0.640000	0.212561	0.632544	0.138734	0.383049
0.650000	0.218922	0.639561	0.142573	0.384772
0.660000	0.225352	0.646508	0.146431	0.386939
0.670000	0.231852	0.653398	0.150313	0.389578
0.680000	0.238420	0.660236	0.154224	0.392709
0.690000	0.245056	0.667020	0.158169	0.396347
0.700000	0.251760	0.673740	0.162153	0.400499
0.710000	0.258531	0.680381	0.166181	0.405166
0.720000	0.265368	0.686927	0.170258	0.410343
0.730000	0.272269	0.693358	0.174389	0.416015
0.740000	0.279234	0.699652	0.178580	0.422164
0.750000	0.286262	0.705792	0.182834	0.428762
0.760000	0.293350	0.711761	0.187157	0.435775
0.770000	0.300496	0.717551	0.191551	0.443165
0.780000	0.307700	0.723160	0.196021	0.450885
0.790000	0.314959	0.728590	0.200570	0.458884
0.800000	0.322271	0.733848	0.205199	0.467107
0.810000	0.329635	0.738947	0.209912	0.475496
0.820000	0.337050	0.743899	0.214710	0.483986
0.830000	0.344513	0.748715	0.219592	0.492515
0.840000	0.352024	0.753404	0.224560	0.501016
0.850000	0.359581	0.757972	0.229612	0.509424
0.860000	0.367183	0.762422	0.234748	0.517673
0.870000	0.374829	0.766750	0.239965	0.525698
0.880000	0.382517	0.770948	0.245261	0.533438
0.890000	0.390247	0.775005	0.250633	0.540832
0.900000	0.398017	0.778909	0.256076	0.547824
0.910000	0.405825	0.782647	0.261587	0.554362
0.920000	0.413669	0.786208	0.267162	0.560397
0.930000	0.421548	0.789584	0.272794	0.565887
0.940000	0.429460	0.792771	0.278478	0.570792
0.950000	0.437403	0.795773	0.284207	0.575082
0.960000	0.445375	0.798598	0.289977	0.578729
0.970000	0.453374	0.801255	0.295780	0.581714
0.980000	0.461400	0.803760	0.301609	0.584025
0.990000	0.469449	0.806129	0.307458	0.585655
1.000000	0.477522	0.808378	0.313320	0.586607
1.010000	0.485616	0.810521	0.319188	0.586888
1.020000	0.493732	0.812569	0.325055	0.586515
1.030000	0.501867	0.814529	0.330916	0.585512
1.040000	0.510022	0.816401	0.336764	0.583908
1.050000	0.518195	0.818180	0.342592	0.581740
1.060000	0.526385	0.819861	0.348397	0.579050
1.070000	0.534592	0.821434	0.354172	0.575887
1.080000	0.542814	0.822889	0.359913	0.572303
1.090000	0.551049	0.824218	0.365617	0.568355
1.100000	0.559298	0.825411	0.371279	0.564101
1.110000	0.567557	0.826465	0.376898	0.559604
1.120000	0.575826	0.827383	0.382471	0.554928
1.130000	0.584104	0.828169	0.387996	0.550136
1.140000	0.592389	0.828834	0.393473	0.545294
1.150000	0.600681	0.829389	0.398902	0.540465
1.160000	0.608977	0.829847	0.404283	0.535711
1.170000	0.617277	0.830222	0.409617	0.531094
1.180000	0.625581	0.830521	0.414905	0.526672
1.190000	0.633887	0.830746	0.420151	0.522499
1.200000	0.642196	0.830896	0.425356	0.518627
1.210000	0.650505	0.830961	0.430525	0.515103
1.220000	0.658815	0.830925	0.435660	0.511968
1.230000	0.667123	0.830768	0.440765	0.509258
1.240000	0.675430	0.830465	0.445846	0.507002
1.250000	0.683732	0.829984	0.450907	0.505223
1.260000	0.692029	0.829298	0.455952	0.503936
1.270000	0.700317	0.828380	0.460987	0.503148
1.280000	0.708595	0.827212	0.466017	0.502859
1.290000	0.716860	0.825779	0.471046	0.503061
1.300000	0.725110	0.824075	0.476080	0.503736
1.310000	0.733341	0.822100	0.481122	0.504860
1.320000	0.741551	0.819863	0.486178	0.506400
1.330000	0.749737	0.817374	0.491252	0.508319
1.340000	0.757898	0.814653	0.496346	0.510570
1.350000	0.766030	0.811719	0.501464	0.513102
1.360000	0.774132	0.808591	0.506609	0.515860
1.370000	0.782201	0.805287	0.511782	0.518783
1.380000	0.790237	0.801817	0.516985	0.521809
1.390000	0.798237	0.798188	0.522218	0.524873
1.400000	0.806200	0.794405	0.527482	0.527906
1.410000	0.814124	0.790467	0.532776	0.530844
1.420000	0.822009	0.786367	0.538098	0.533617
1.430000	0.829851	0.782099	0.543447	0.536161
1.440000	0.837650	0.777655	0.548821	0.538409
1.450000	0.845404	0.773025	0.554214	0.540302
1.460000	0.853110	0.768204	0.559625	0.541779
1.470000	0.860767	0.763190	0.565048	0.542785
1.480000	0.868373	0.757984	0.570479	0.543270
1.490000	0.875926	0.752593	0.575912	0.543187
1.500000	0.883424	0.747026	0.581341	0.542497
1.510000	0.890866	0.741293	0.586760	0.541166
1.520000	0.898250	0.735407	0.592162	0.539165
1.530000	0.905574	0.729382	0.597541	0.536475
1.540000	0.912837	0.723230	0.602889	0.533083
1.550000	0.920038	0.716963	0.608200	0.528983
1.560000	0.927176	0.710586	0.613466	0.524178
1.570000	0.934249	0.704104	0.618681	0.518678
1.580000	0.941258	0.697516	0.623838	0.512501
1.590000	0.948199	0.690821	0.628929	0.505671
1.600000	0.955074	0.684015	0.633949	0.498219
1.610000	0.961879	0.677095	0.638892	0.490185
1.620000	0.968615	0.670053	0.643751	0.481613
1.630000	0.975280	0.662885	0.648522	0.472553
1.640000	0.981872	0.655587	0.653201	0.463059
1.650000	0.988391	0.648159	0.657782	0.453189
1.660000	0.994835	0.640605	0.662263	0.443005
1.670000	1.001203	0.632929	0.666641	0.432571
1.680000	1.007493	0.625137	0.670914	0.421953
1.690000	1.013705	0.617235	0.675080	0.411220
1.700000	1.019838	0.609232	0.679138	0.400436
1.710000	1.025890	0.601133	0.683089	0.389670
1.720000	1.031860	0.592945	0.686932	0.378988
1.730000	1.037748	0.584672	0.690669	0.368454
1.740000	1.043553	0.576316	0.694302	0.358127
1.750000	1.049274	0.567877	0.697833	0.348065
1.760000	1.054911	0.559353	0.701264	0.338323
1.770000	1.060461	0.550741	0.704600	0.328949
1.780000	1.065925	0.542036	0.707845	0.319985
1.790000	1.071302	0.533237	0.711001	0.311470
1.800000	1.076589	0.524340	0.714076	0.303435
1.810000	1.081788	0.515342	0.717072	0.295903
1.820000	1.086896	0.506241	0.719995	0.288892
1.830000	1.091912	0.497038	0.722851	0.282412
1.840000	1.096836	0.487734	0.725645	0.276466
1.850000	1.101667	0.478330	0.728383	0.271049
1.860000	1.106403	0.468829	0.731068	0.266149
1.870000	1.111043	0.459232	0.733707	0.261749
1.880000	1.115587	0.449538	0.736305	0.257821
1.890000	1.120034	0.439750	0.738865	0.254335
1.900000	1.124382	0.429866	0.741393	0.251253
1.910000	1.128630	0.419883	0.743891	0.248530
1.920000	1.132779	0.409798	0.746364	0.246120
1.930000	1.136826	0.399608	0.748815	0.243969
1.940000	1.140771	0.389312	0.751244	0.242020
1.950000	1.144612	0.378908	0.753655	0.240214
1.960000	1.148349	0.368397	0.756049	0.238490
1.970000	1.151980	0.357781	0.758425	0.236782
1.980000	1.155504	0.347063	0.760784	0.235029
1.990000	1.158921	0.336252	0.763126	0.233164
2.000000	1.162229	0.325356	0.765447	0.231124
2.010000	1.165427	0.314384	0.767747	0.228849
2.020000	1.168516	0.303346	0.770023	0.226279
2.030000	1.171494	0.292253	0.772272	0.223358
2.040000	1.174361	0.281113	0.774489	0.220034
2.050000	1.177116	0.269932	0.776671	0.216261
2.060000	1.179760	0.258714	0.778813	0.211996
2.070000	1.182290	0.247464	0.780909	0.207205
2.080000	1.184709	0.236180	0.782955	0.201858
2.090000	1.187014	0.224862	0.784944	0.195931
2.100000	1.189206	0.213506	0.786871	0.189409
2.110000	1.191284	0.202107	0.788730	0.182283
2.120000	1.193248	0.190662	0.790515	0.174550
2.130000	1.195097	0.179168	0.792219	0.166216
2.140000	1.196831	0.167625	0.793837	0.157292
2.150000	1.198449	0.156032	0.795363	0.147797
2.160000	1.199951	0.144390	0.796792	0.137756
2.170000	1.201337	0.132704	0.798117	0.127200
2.180000	1.202605	0.120979	0.799334	0.116166
2.190000	1.203756	0.109220	0.800439	0.104696
2.200000	1.204790	0.097435	0.801427	0.092837
2.210000	1.205705	0.085633	0.802294	0.080641
2.220000	1.206502	0.073818	0.803038	0.068163
2.230000	1.207181	0.061995	0.803657	0.055461
2.240000	1.207742	0.050168	0.804147	0.042597
2.250000	1.208185	0.038339	0.804508	0.029632
2.260000	1.208509	0.026510	0.804740	0.016630
2.270000	1.208715	0.014679	0.804841	0.003654
2.280000	1.208803	0.002846	0.804813	-0.009232
2.290000	1.208772	-0.008992	0.804657	-0.021967
2.300000	1.208623	-0.020836	0.804374	-0.034491
2.310000	1.208355	-0.032689	0.803968	-0.046748
2.320000	1.207969	-0.044551	0.803440	-0.058685
2.330000	1.207464	-0.056424	0.802795	-0.070253
2.340000	1.206840	-0.068311	0.802037	-0.081407
2.350000	1.206098	-0.080212	0.801169	-0.092109
2.360000	1.205236	-0.092127	0.800196	-0.102325
2.370000	1.204255	-0.104060	0.799124	-0.112030
2.380000	1.203155	-0.116010	0.797957	-0.121202
2.390000	1.201935	-0.127978	0.796702	-0.129827
2.400000	1.200595	-0.139967	0.795363	-0.137900
2.410000	1.199135	-0.151977	0.793946	-0.145418
2.420000	1.197556	-0.164005	0.792456	-0.152391
2.430000	1.195855	-0.176050	0.790900	-0.158830
2.440000	1.194035	-0.188105	0.789281	-0.164757
2.450000	1.192093	-0.200160	0.787606	-0.170198
2.460000	1.190031	-0.212205	0.785879	-0.175184
2.470000	1.187849	-0.224227	0.784104	-0.179753
2.480000	1.185547	-0.236208	0.782285	-0.183946
2.490000	1.183125	-0.248128	0.780426	-0.187811
2.500000	1.180585	-0.259967	0.778530	-0.191397
2.510000	1.177926	-0.271705	0.776599	-0.194754
2.520000	1.175151	-0.283321	0.774635	-0.197936
2.530000	1.172260	-0.294800	0.772640	-0.200998
2.540000	1.169255	-0.306132	0.770615	-0.203994
2.550000	1.166138	-0.317307	0.768561	-0.206978
2.560000	1.162910	-0.328324	0.766476	-0.210003
2.570000	1.159572	-0.339190	0.764360	-0.213118
2.580000	1.156127	-0.349915	0.762213	-0.216371
2.590000	1.152574	-0.360511	0.760032	-0.219809
2.600000	1.148917	-0.370995	0.757816	-0.223472
2.610000	1.145155	-0.381385	0.755562	-0.227398
2.620000	1.141289	-0.391702	0.753267	-0.231621
2.630000	1.137321	-0.401962	0.750928	-0.236171
2.640000	1.133250	-0.412175	0.748543	-0.241073
2.650000	1.129078	-0.422347	0.746106	-0.246347
2.660000	1.124803	-0.432481	0.743614	-0.252009
2.670000	1.120428	-0.442576	0.741064	-0.258068
2.680000	1.115952	-0.452622	0.738452	-0.264531
2.690000	1.111376	-0.462610	0.735772	-0.271397
2.700000	1.106700	-0.472526	0.733022	-0.278660
2.710000	1.101926	-0.482355	0.730198	-0.286310
2.720000	1.097053	-0.492080	0.727295	-0.294330
2.730000	1.092084	-0.501692	0.724310	-0.302698
2.740000	1.087020	-0.511180	0.721240	-0.311388
2.750000	1.081861	-0.520540	0.718081	-0.320369
2.760000	1.076609	-0.529772	0.714832	-0.329603
2.770000	1.071266	-0.538877	0.711489	-0.339053
2.780000	1.065832	-0.547860	0.708050	-0.348673
2.790000	1.060309	-0.556728	0.704515	-0.358418
2.800000	1.054698	-0.565492	0.700881	-0.368240
2.810000	1.049000	-0.574160	0.697150	-0.378088
2.820000	1.043215	-0.582740	0.693320	-0.387913
2.830000	1.037345	-0.591237	0.689392	-0.397662
2.840000	1.031391	-0.599654	0.685367	-0.407285
2.850000	1.025352	-0.607990	0.681247	-0.416734
2.860000	1.019231	-0.616243	0.677033	-0.425960
2.870000	1.013028	-0.624409	0.672728	-0.434918
2.880000	1.006743	-0.632480	0.668336	-0.443565
2.890000	1.000379	-0.640446	0.663858	-0.451862
2.900000	0.993935	-0.648299	0.659300	-0.459772
2.910000	0.987413	-0.656031	0.654664	-0.467263
2.920000	0.980815	-0.663635	0.649956	-0.474307
2.930000	0.974141	-0.671102	0.645180	-0.480882
2.940000	0.967393	-0.678428	0.640340	-0.486968
2.950000	0.960573	-0.685608	0.635442	-0.492551
2.960000	0.953681	-0.692641	0.630491	-0.497623
2.970000	0.946720	-0.699526	0.625491	-0.502179
2.980000	0.939691	-0.706263	0.620449	-0.506221
2.990000	0.932596	-0.712852	0.615368	-0.509756
3.000000	0.925435	-0.719293	0.610255	-0.512794
3.010000	0.918210	-0.725585	0.605114	-0.515352
3.020000	0.910924	-0.731729	0.599950	-0.517450
3.030000	0.903576	-0.737726	0.594767	-0.519113
3.040000	0.896170	-0.743578	0.589569	-0.520370
