Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000068	0.013560	0.000000	0.000039
0.020000	0.000271	0.027141	0.000001	0.000228
0.030000	0.000611	0.040737	0.000006	0.000671
0.040000	0.001086	0.054340	0.000016	0.001471
0.050000	0.001697	0.067945	0.000036	0.002726
0.060000	0.002445	0.081544	0.000072	0.004526
0.070000	0.003328	0.095133	0.000129	0.006955
0.080000	0.004348	0.108709	0.000214	0.010091
0.090000	0.005502	0.122271	0.000333	0.013999
0.100000	0.006793	0.135820	0.000496	0.018739
0.110000	0.008219	0.149358	0.000711	0.024356
0.120000	0.009780	0.162888	0.000987	0.030887
0.130000	0.011477	0.176410	0.001332	0.038356
0.140000	0.013308	0.189924	0.001757	0.046777
0.150000	0.015275	0.203426	0.002271	0.056152
0.160000	0.017377	0.216909	0.002883	0.066470
0.170000	0.019613	0.230362	0.003603	0.077710
0.180000	0.021984	0.243766	0.004440	0.089838
0.190000	0.024488	0.257107	0.005403	0.102811
0.200000	0.027126	0.270362	0.006499	0.116574
0.210000	0.029895	0.283509	0.007737	0.131062
0.220000	0.032795	0.296530	0.009122	0.146200
0.230000	0.035825	0.309408	0.010663	0.161906
0.240000	0.038983	0.322138	0.012362	0.178088
0.250000	0.042267	0.334715	0.014226	0.194651
0.260000	0.045677	0.347148	0.016256	0.211490
0.270000	0.049210	0.359451	0.018456	0.228499
0.280000	0.052865	0.371643	0.020826	0.245570
0.290000	0.056643	0.383755	0.023367	0.262590
0.300000	0.060540	0.395817	0.026078	0.279452
0.310000	0.064559	0.407858	0.028955	0.296045
0.320000	0.068698	0.419916	0.031997	0.312268
0.330000	0.072957	0.432021	0.035199	0.328020
0.340000	0.077338	0.444193	0.038556	0.343209
0.350000	0.081841	0.456455	0.042061	0.357750
0.360000	0.086468	0.468817	0.045708	0.371568
0.370000	0.091218	0.481285	0.049490	0.384596
0.380000	0.096094	0.493856	0.053397	0.396780
0.390000	0.101096	0.506520	0.057423	0.408077
0.400000	0.106224	0.519259	0.061556	0.418453
0.410000	0.111481	0.532055	0.065788	0.427888
0.420000	0.116866	0.544887	0.070111	0.436375
0.430000	0.122379	0.557734	0.074513	0.443915
0.440000	0.128020	0.570570	0.078986	0.450525
0.450000	0.133790	0.583371	0.083520	0.456229
0.460000	0.139687	0.596111	0.088107	0.461065
0.470000	0.145712	0.608769	0.092739	0.465079
0.480000	0.151863	0.621320	0.097406	0.468325
0.490000	0.158138	0.633731	0.102103	0.470867
0.500000	0.164537	0.645979	0.106822	0.472777
0.510000	0.171057	0.658037	0.111557	0.474129
0.520000	0.177697	0.669879	0.116303	0.475007
0.530000	0.184454	0.681475	0.121055	0.475493
0.540000	0.191325	0.692806	0.125812	0.475677
0.550000	0.198309	0.703855	0.130568	0.475646
0.560000	0.205401	0.714610	0.135324	0.475489
0.570000	0.212600	0.725066	0.140078	0.475293
0.580000	0.219902	0.735229	0.144830	0.475143
0.590000	0.227304	0.745110	0.149581	0.475120
0.600000	0.234803	0.754728	0.154333	0.475304
0.610000	0.242397	0.764109	0.159088	0.475765
0.620000	0.250085	0.773285	0.163850	0.476572
0.630000	0.257862	0.782285	0.168621	0.477786
0.640000	0.265730	0.791147	0.173407	0.479462
0.650000	0.273685	0.799901	0.178212	0.481647
0.660000	0.281728	0.808570	0.183042	0.484384
0.670000	0.289856	0.817173	0.187902	0.487704
0.680000	0.298071	0.825715	0.192798	0.491635
0.690000	0.306370	0.834195	0.197736	0.496193
0.700000	0.314754	0.842599	0.202724	0.501388
0.710000	0.323222	0.850909	0.207766	0.507221
0.720000	0.331772	0.859103	0.212870	0.513685
0.730000	0.340404	0.867155	0.218042	0.520763
0.740000	0.349115	0.875035	0.223287	0.528431
0.750000	0.357904	0.882722	0.228612	0.536656
0.760000	0.366768	0.890196	0.234022	0.545396
0.770000	0.375707	0.897445	0.239522	0.554601
0.780000	0.384717	0.904465	0.245116	0.564216
