Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000052	0.010465	0.000000	0.000030
0.020000	0.000209	0.020938	0.000001	0.000176
0.030000	0.000471	0.031415	0.000004	0.000518
0.040000	0.000838	0.041891	0.000012	0.001135
0.050000	0.001309	0.052361	0.000028	0.002102
0.060000	0.001885	0.062820	0.000056	0.003490
0.070000	0.002565	0.073264	0.000100	0.005362
0.080000	0.003350	0.083690	0.000165	0.007778
0.090000	0.004239	0.094096	0.000257	0.010790
0.100000	0.005232	0.104482	0.000383	0.014439
0.110000	0.006329	0.114847	0.000548	0.018764
0.120000	0.007529	0.125192	0.000760	0.023791
0.130000	0.008832	0.135517	0.001026	0.029538
0.140000	0.010239	0.145821	0.001354	0.036015
0.150000	0.011749	0.156102	0.001749	0.043223
0.160000	0.013361	0.166354	0.002220	0.051153
0.170000	0.015076	0.176572	0.002774	0.059787
0.180000	0.016892	0.186748	0.003418	0.069099
0.190000	0.018810	0.196869	0.004159	0.079055
0.200000	0.020829	0.206927	0.005001	0.089610
0.210000	0.022949	0.216907	0.005953	0.100716
0.220000	0.025167	0.226803	0.007017	0.112314
0.230000	0.027484	0.236605	0.008200	0.124339
0.240000	0.029899	0.246310	0.009505	0.136723
0.250000	0.032410	0.255917	0.010936	0.149390
0.260000	0.035017	0.265428	0.012494	0.162262
0.270000	0.037719	0.274854	0.014181	0.175257
0.280000	0.040514	0.284207	0.015999	0.188293
0.290000	0.043403	0.293499	0.017947	0.201285
0.300000	0.046384	0.302752	0.020024	0.214149
0.310000	0.049457	0.311983	0.022229	0.226805
0.320000	0.052623	0.321208	0.024560	0.239172
0.330000	0.055882	0.330446	0.027012	0.251175
0.340000	0.059232	0.339711	0.029582	0.262745
0.350000	0.062676	0.349011	0.032265	0.273816
0.360000	0.066213	0.358355	0.035056	0.284330
0.370000	0.069843	0.367743	0.037949	0.294238
0.380000	0.073568	0.377175	0.040939	0.303495
0.390000	0.077387	0.386645	0.044017	0.312068
0.400000	0.081301	0.396146	0.047178	0.319932
0.410000	0.085310	0.405666	0.050413	0.327068
0.420000	0.089414	0.415193	0.053717	0.333471
0.430000	0.093614	0.424715	0.057080	0.339141
0.440000	0.097908	0.434217	0.060497	0.344088
0.450000	0.102298	0.443686	0.063960	0.348331
0.460000	0.106782	0.453108	0.067461	0.351896
0.470000	0.111360	0.462469	0.070995	0.354818
0.480000	0.116031	0.471756	0.074556	0.357139
0.490000	0.120795	0.480952	0.078136	0.358907
0.500000	0.125650	0.490043	0.081732	0.360176
0.510000	0.130595	0.499012	0.085338	0.361004
0.520000	0.135630	0.507845	0.088951	0.361453
0.530000	0.140752	0.516525	0.092566	0.361592
0.540000	0.145960	0.525040	0.096182	0.361486
0.550000	0.151252	0.533379	0.099796	0.361207
0.560000	0.156626	0.541534	0.103406	0.360824
0.570000	0.162082	0.549500	0.107012	0.360407
0.580000	0.167616	0.557279	0.110614	0.360023
0.590000	0.173227	0.564875	0.114213	0.359739
0.600000	0.178913	0.572299	0.117809	0.359618
0.610000	0.184672	0.579564	0.121406	0.359719
0.620000	0.190504	0.586685	0.125005	0.360097
0.630000	0.196405	0.593678	0.128609	0.360804
0.640000	0.202377	0.600560	0.132222	0.361884
0.650000	0.208416	0.607345	0.135848	0.363378
