Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000028	0.005693	0.000000	0.000016
0.020000	0.000114	0.011388	0.000001	0.000096
0.030000	0.000256	0.017081	0.000002	0.000282
0.040000	0.000455	0.022770	0.000007	0.000617
0.050000	0.000712	0.028453	0.000015	0.001143
0.060000	0.001025	0.034127	0.000030	0.001897
0.070000	0.001394	0.039788	0.000054	0.002915
0.080000	0.001820	0.045436	0.000090	0.004228
0.090000	0.002303	0.051069	0.000140	0.005863
0.100000	0.002842	0.056684	0.000208	0.007846
0.110000	0.003436	0.062284	0.000298	0.010194
0.120000	0.004087	0.067867	0.000413	0.012922
0.130000	0.004794	0.073431	0.000558	0.016041
0.140000	0.005556	0.078978	0.000735	0.019555
0.150000	0.006373	0.084505	0.000950	0.023463
0.160000	0.007246	0.090009	0.001206	0.027762
0.170000	0.008173	0.095490	0.001507	0.032440
0.180000	0.009155	0.100945	0.001856	0.037484
0.190000	0.010192	0.106369	0.002257	0.042873
0.200000	0.011283	0.111759	0.002714	0.048585
0.210000	0.012427	0.117111	0.003230	0.054592
0.220000	0.013625	0.122422	0.003807	0.060861
0.230000	0.014875	0.127689	0.004448	0.067358
0.240000	0.016178	0.132910	0.005155	0.074045
0.250000	0.017533	0.138088	0.005929	0.080882
0.260000	0.018940	0.143223	0.006773	0.087826
0.270000	0.020398	0.148319	0.007686	0.094834
0.280000	0.021906	0.153380	0.008670	0.101860
0.290000	0.023465	0.158411	0.009723	0.108859
0.300000	0.025074	0.163418	0.010847	0.115788
0.310000	0.026734	0.168408	0.012039	0.122601
0.320000	0.028443	0.173388	0.013298	0.129256
0.330000	0.030201	0.178364	0.014623	0.135714
0.340000	0.032010	0.183340	0.016012	0.141935
0.350000	0.033868	0.188321	0.017461	0.147886
0.360000	0.035776	0.193307	0.018968	0.153535
0.370000	0.037734	0.198303	0.020531	0.158855
0.380000	0.039742	0.203305	0.022144	0.163821
0.390000	0.041800	0.208311	0.023806	0.168416
0.400000	0.043909	0.213319	0.025511	0.172624
0.410000	0.046067	0.218325	0.027257	0.176437
0.420000	0.048275	0.223325	0.029039	0.179849
0.430000	0.050533	0.228315	0.030853	0.182861
0.440000	0.052841	0.233290	0.032695	0.185478
0.450000	0.055199	0.238245	0.034561	0.187709
0.460000	0.057606	0.243173	0.036447	0.189567
0.470000	0.060062	0.248071	0.038351	0.191072
0.480000	0.062567	0.252933	0.040268	0.192245
0.490000	0.065121	0.257753	0.042195	0.193112
0.500000	0.067722	0.262524	0.044129	0.193702
0.510000	0.070371	0.267241	0.046068	0.194048
0.520000	0.073067	0.271898	0.048009	0.194182
0.530000	0.075809	0.276489	0.049951	0.194141
0.540000	0.078597	0.281009	0.051892	0.193964
0.550000	0.081429	0.285451	0.053830	0.193688
0.560000	0.084305	0.289813	0.055765	0.193352
0.570000	0.087225	0.294093	0.057697	0.192995
0.580000	0.090187	0.298289	0.059625	0.192656
0.590000	0.093190	0.302403	0.061550	0.192371
0.600000	0.096235	0.306437	0.063473	0.192177
0.610000	0.099319	0.310395	0.065394	0.192107
0.620000	0.102442	0.314280	0.067316	0.192193
0.630000	0.105604	0.318096	0.069239	0.192465
0.640000	0.108804	0.321850	0.071166	0.192947
0.650000	0.112041	0.325547	0.073098	0.193663
0.660000	0.115315	0.329189	0.075040	0.194634
0.670000	0.118625	0.332781	0.076992	0.195874
0.680000	0.121970	0.336320	0.078958	0.197397
0.690000	0.125351	0.339807	0.080941	0.199210
0.700000	0.128766	0.343240	0.082943	0.201318
0.710000	0.132216	0.346614	0.084968	0.203722
