Time(s)	xt(m)	vt(m/s)	xb(m)	vb(m/s)
0.000000	0.000000	0.000000	0.000000	0.000000
0.010000	0.000065	0.012939	0.000000	0.000037
0.020000	0.000259	0.025889	0.000001	0.000217
0.030000	0.000582	0.038841	0.000005	0.000640
0.040000	0.001036	0.051790	0.000015	0.001403
0.050000	0.001618	0.064730	0.000035	0.002599
0.060000	0.002330	0.077655	0.000069	0.004315
0.070000	0.003171	0.090559	0.000123	0.006630
0.080000	0.004141	0.103439	0.000204	0.009616
0.090000	0.005240	0.116292	0.000318	0.013338
0.100000	0.006467	0.129118	0.000473	0.017850
0.110000	0.007822	0.141915	0.000678	0.023195
0.120000	0.009305	0.154685	0.000940	0.029408
0.130000	0.010916	0.167427	0.001269	0.036510
0.140000	0.012654	0.180140	0.001673	0.044515
0.150000	0.014519	0.192820	0.002162	0.053421
0.160000	0.016510	0.205462	0.002745	0.063219
0.170000	0.018628	0.218059	0.003429	0.073886
0.180000	0.020871	0.230603	0.004225	0.085390
0.190000	0.023239	0.243079	0.005140	0.097688
0.200000	0.025732	0.255477	0.006181	0.110725
0.210000	0.028349	0.267781	0.007357	0.124440
0.220000	0.031088	0.279982	0.008672	0.138761
0.230000	0.033948	0.292072	0.010134	0.153610
0.240000	0.036929	0.304044	0.011746	0.168898
0.250000	0.040028	0.315899	0.013513	0.184535
0.260000	0.043246	0.327643	0.015437	0.200423
0.270000	0.046581	0.339283	0.017522	0.216463
0.280000	0.050032	0.350835	0.019767	0.232550
0.290000	0.053597	0.362315	0.022172	0.248582
0.300000	0.057278	0.373743	0.024738	0.264455
0.310000	0.061072	0.385143	0.027461	0.280069
0.320000	0.064981	0.396532	0.030338	0.295327
0.330000	0.069003	0.407931	0.033366	0.310135
0.340000	0.073139	0.419356	0.036539	0.324406
0.350000	0.077390	0.430819	0.039852	0.338061
0.360000	0.081756	0.442327	0.043298	0.351029
0.370000	0.086237	0.453883	0.046870	0.363246
0.380000	0.090834	0.465484	0.050560	0.374660
0.390000	0.095547	0.477124	0.054360	0.385228
0.400000	0.100376	0.488793	0.058262	0.394918
0.410000	0.105323	0.500481	0.062256	0.403710
0.420000	0.110386	0.512175	0.066333	0.411593
0.430000	0.115566	0.523857	0.070484	0.418570
0.440000	0.120863	0.535513	0.074701	0.424651
0.450000	0.126276	0.547130	0.078975	0.429861
0.460000	0.131805	0.558688	0.083296	0.434231
0.470000	0.137450	0.570170	0.087657	0.437804
0.480000	0.143208	0.581563	0.092049	0.440632
0.490000	0.149081	0.592848	0.096467	0.442773
0.500000	0.155065	0.604007	0.100903	0.444294
0.510000	0.161160	0.615021	0.105351	0.445268
0.520000	0.167365	0.625873	0.109807	0.445772
0.530000	0.173677	0.636545	0.114265	0.445888
0.540000	0.180095	0.647020	0.118723	0.445701
0.550000	0.186617	0.657285	0.123178	0.445296
0.560000	0.193240	0.667333	0.127629	0.444762
0.570000	0.199963	0.677159	0.132073	0.444185
0.580000	0.206782	0.686761	0.136513	0.443649
0.590000	0.213697	0.696147	0.140947	0.443236
0.600000	0.220705	0.705325	0.145378	0.443026
0.610000	0.227803	0.714310	0.149808	0.443091
0.620000	0.234990	0.723118	0.154241	0.443503
0.630000	0.242265	0.731770	0.158680	0.444323
0.640000	0.249625	0.740282	0.163129	0.445609
0.650000	0.257070	0.748674	0.167594	0.447410
0.660000	0.264598	0.756959	0.172079	0.449770
0.670000	0.272209	0.765146	0.176591	0.452722
0.680000	0.279901	0.773238	0.181136	0.456295
0.690000	0.287673	0.781233	0.185719	0.460505
0.700000	0.295525	0.789123	0.190348	0.465363
0.710000	0.303455	0.796896	0.195028	0.470870
0.720000	0.311463	0.804537	0.199767	0.477017
0.730000	0.319546	0.812030	0.204571	0.483789
0.740000	0.327703	0.819359	0.209445	0.491158
0.750000	0.335932	0.826508	0.214396	0.499093
0.760000	0.344232	0.833467	0.219429	0.507549
0.770000	0.352601	0.840229	0.224548	0.516479
0.780000	0.361036	0.846792	0.229760	0.525823
0.790000	0.369536	0.853158	0.235066	0.535520
0.800000	0.378099	0.859335	0.240471	0.545499
0.810000	0.386722	0.865331	0.245977	0.555689
0.820000	0.395405	0.871159	0.251585	0.566010
0.830000	0.404145	0.876828	0.257297	0.576385
0.840000	0.412941	0.882347	0.263113	0.586730
0.850000	0.421791	0.887720	0.269031	0.596964
0.860000	0.430695	0.892953	0.275051	0.607007
0.870000	0.439650	0.898041	0.281171	0.616778
0.880000	0.448655	0.902979	0.287386	0.626200
0.890000	0.457709	0.907760	0.293693	0.635199
0.900000	0.466810	0.912375	0.300088	0.643705
0.910000	0.475956	0.916814	0.306565	0.651654
